primary_source_concept_id,primary_source,secondary_source_concept_id,secondary_source,current_source_question_concept_id,source_question_text,grid_source_question_name,question_concept_id,current_question_text,question_type,response_concept_id,current_format_value
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,351135983,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6C,,393920480,I don't want to be seen as somebody who makes a fuss.,,147016867,4 = Strongly disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,351135983,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6C,,393920480,I don't want to be seen as somebody who makes a fuss.,,294020322,2 = Neither agree nor disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,351135983,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6C,,393920480,I don't want to be seen as somebody who makes a fuss.,,760340155,0 = Strongly agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,351135983,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6C,,393920480,I don't want to be seen as somebody who makes a fuss.,,847965227,1 = Agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,351135983,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6C,,393920480,I don't want to be seen as somebody who makes a fuss.,,924690260,3 = Disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,351135983,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6C,,502004518,I would be worried a doctor wouldn't take my symptoms seriously.,,147016867,4 = Strongly disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,351135983,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6C,,502004518,I would be worried a doctor wouldn't take my symptoms seriously.,,294020322,2 = Neither agree nor disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,351135983,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6C,,502004518,I would be worried a doctor wouldn't take my symptoms seriously.,,760340155,0 = Strongly agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,351135983,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6C,,502004518,I would be worried a doctor wouldn't take my symptoms seriously.,,847965227,1 = Agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,351135983,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6C,,502004518,I would be worried a doctor wouldn't take my symptoms seriously.,,924690260,3 = Disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,351135983,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6C,,743064729,I have had a bad experience at the doctors in the past.,,147016867,4 = Strongly disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,351135983,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6C,,743064729,I have had a bad experience at the doctors in the past.,,294020322,2 = Neither agree nor disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,351135983,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6C,,743064729,I have had a bad experience at the doctors in the past.,,760340155,0 = Strongly agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,351135983,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6C,,743064729,I have had a bad experience at the doctors in the past.,,847965227,1 = Agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,351135983,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6C,,743064729,I have had a bad experience at the doctors in the past.,,924690260,3 = Disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,351135983,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6C,,835801470,I don't like having to talk to the receptionist about my symptoms.,,147016867,4 = Strongly disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,351135983,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6C,,835801470,I don't like having to talk to the receptionist about my symptoms.,,294020322,2 = Neither agree nor disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,351135983,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6C,,835801470,I don't like having to talk to the receptionist about my symptoms.,,760340155,0 = Strongly agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,351135983,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6C,,835801470,I don't like having to talk to the receptionist about my symptoms.,,847965227,1 = Agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,351135983,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6C,,835801470,I don't like having to talk to the receptionist about my symptoms.,,924690260,3 = Disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,203400623,I was too busy to make time to go to a doctor.,,147016867,4 = Strongly disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,203400623,I was too busy to make time to go to a doctor.,,294020322,2 = Neither agree nor disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,203400623,I was too busy to make time to go to a doctor.,,760340155,0 = Strongly agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,203400623,I was too busy to make time to go to a doctor.,,847965227,1 = Agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,203400623,I was too busy to make time to go to a doctor.,,924690260,3 = Disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,366239843,I had too many other things to worry about.,,147016867,4 = Strongly disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,366239843,I had too many other things to worry about.,,294020322,2 = Neither agree nor disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,366239843,I had too many other things to worry about.,,760340155,0 = Strongly agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,366239843,I had too many other things to worry about.,,847965227,1 = Agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,366239843,I had too many other things to worry about.,,924690260,3 = Disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,424798529,I find it difficult to get an appointment with a doctor at a convenient time.,,147016867,4 = Strongly disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,424798529,I find it difficult to get an appointment with a doctor at a convenient time.,,294020322,2 = Neither agree nor disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,424798529,I find it difficult to get an appointment with a doctor at a convenient time.,,760340155,0 = Strongly agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,424798529,I find it difficult to get an appointment with a doctor at a convenient time.,,847965227,1 = Agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,424798529,I find it difficult to get an appointment with a doctor at a convenient time.,,924690260,3 = Disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,579902103,I would be worried about what tests they might want to do.,,147016867,4 = Strongly disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,579902103,I would be worried about what tests they might want to do.,,294020322,2 = Neither agree nor disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,579902103,I would be worried about what tests they might want to do.,,760340155,0 = Strongly agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,579902103,I would be worried about what tests they might want to do.,,847965227,1 = Agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,579902103,I would be worried about what tests they might want to do.,,924690260,3 = Disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,842768118,I wouldn't feel confident talking about my symptoms with a doctor.,,147016867,4 = Strongly disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,842768118,I wouldn't feel confident talking about my symptoms with a doctor.,,294020322,2 = Neither agree nor disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,842768118,I wouldn't feel confident talking about my symptoms with a doctor.,,760340155,0 = Strongly agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,842768118,I wouldn't feel confident talking about my symptoms with a doctor.,,847965227,1 = Agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,396637804,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6B,,842768118,I wouldn't feel confident talking about my symptoms with a doctor.,,924690260,3 = Disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,147133250,I was worried about wasting a doctor's time.,,147016867,4 = Strongly disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,147133250,I was worried about wasting a doctor's time.,,294020322,2 = Neither agree nor disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,147133250,I was worried about wasting a doctor's time.,,760340155,0 = Strongly agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,147133250,I was worried about wasting a doctor's time.,,847965227,1 = Agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,147133250,I was worried about wasting a doctor's time.,,924690260,3 = Disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,319440312,I find it embarrassing talking to a doctor about my symptoms.,,147016867,4 = Strongly disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,319440312,I find it embarrassing talking to a doctor about my symptoms.,,294020322,2 = Neither agree nor disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,319440312,I find it embarrassing talking to a doctor about my symptoms.,,760340155,0 = Strongly agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,319440312,I find it embarrassing talking to a doctor about my symptoms.,,847965227,1 = Agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,319440312,I find it embarrassing talking to a doctor about my symptoms.,,924690260,3 = Disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,525947037,I was worried about what a doctor might find.,,147016867,4 = Strongly disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,525947037,I was worried about what a doctor might find.,,294020322,2 = Neither agree nor disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,525947037,I was worried about what a doctor might find.,,760340155,0 = Strongly agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,525947037,I was worried about what a doctor might find.,,847965227,1 = Agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,525947037,I was worried about what a doctor might find.,,924690260,3 = Disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,700542944,I find it difficult to get an appointment with a particular doctor.,,147016867,4 = Strongly disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,700542944,I find it difficult to get an appointment with a particular doctor.,,294020322,2 = Neither agree nor disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,700542944,I find it difficult to get an appointment with a particular doctor.,,760340155,0 = Strongly agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,700542944,I find it difficult to get an appointment with a particular doctor.,,847965227,1 = Agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,700542944,I find it difficult to get an appointment with a particular doctor.,,924690260,3 = Disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,835083231,My doctor is difficult to talk to.,,147016867,4 = Strongly disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,835083231,My doctor is difficult to talk to.,,294020322,2 = Neither agree nor disagree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,835083231,My doctor is difficult to talk to.,,760340155,0 = Strongly agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,835083231,My doctor is difficult to talk to.,,847965227,1 = Agree
129084651,Survey,110511396,Cancer Site Specific Questionnaire DRAFT QUESTION TYPE,566579639,Could you say if any of these reasons might have caused you to delay going to see a doctor or healthcare provider for your symptoms? Select an answer for each statement. PROV6A,,835083231,My doctor is difficult to talk to.,,924690260,3 = Disagree
129084651,Survey,166676176,Social Security,,,,126331570,SSN Survey,,231311385,2=Submitted
129084651,Survey,166676176,Social Security,,,,126331570,SSN Survey,,615768760,1=Started
129084651,Survey,166676176,Social Security,,,,126331570,SSN Survey,,972455046,0=Not Started
129084651,Survey,166676176,Social Security,,,,311580100,Autogenerated flag indicating whether full Social Security Number was given (i.e.  Whether SrvSS_SSN_v1r0 was populated),,104430631,0 = No
129084651,Survey,166676176,Social Security,,,,311580100,Autogenerated flag indicating whether full Social Security Number was given (i.e.  Whether SrvSS_SSN_v1r0 was populated),,353358909,1 = Yes
129084651,Survey,166676176,Social Security,,,,315032037,Autogenerated date/time when SSN Survey completed,,,
129084651,Survey,166676176,Social Security,,,,447051482,"To provide all 9 digits of your Social Security Number, please enter them here. If you prefer to provide only the last 4 digits or no digits, select the Next button. Please enter your Social Security Number:",,,
129084651,Survey,166676176,Social Security,,,,454067894,Autogenerated date/time when Social Security Number submitted,,,
129084651,Survey,166676176,Social Security,,,,463625040,Derived variable for the time from sign-in to completion of SSN as SrvSS_SSNTime_v1r0 -RcrtSI_SignTime_v1r0 or SrvSS_SSN4dTime_v1r0 - RcrtSI_SignTime_v1r0 if partial SSN given.,,,
129084651,Survey,166676176,Social Security,,,,598680838,Autogenerated date/time when partial Social Security Number submitted,,,
129084651,Survey,166676176,Social Security,,,,605870562,SSN Quality Check Status,,376136630,2=Check Failed
129084651,Survey,166676176,Social Security,,,,605870562,SSN Quality Check Status,,631498205,1=Check Passed
129084651,Survey,166676176,Social Security,,,,605870562,SSN Quality Check Status,,875207881,0=No Check Ran
129084651,Survey,166676176,Social Security,,,,628939958,GitHub/Survey Version for SSN,,,
129084651,Survey,166676176,Social Security,,,,914639140,Autogenerated flag indicating whether partial Social Security Number was given (i.e.  Whether SrvSS_SSN4d_v1r0 was populated),,104430631,0 = No
129084651,Survey,166676176,Social Security,,,,914639140,Autogenerated flag indicating whether partial Social Security Number was given (i.e.  Whether SrvSS_SSN4d_v1r0 was populated),,353358909,1 = Yes
129084651,Survey,166676176,Social Security,,,,920333151,"If you prefer to provide only the last 4 digits of your Social Security Number, please enter the last 4 digits here. If you do not want to provide your Social Security Number, select the Next button.",,,
129084651,Survey,166676176,Social Security,,,,943232079,Autogenerated date/time stamp for Start of SSN Survey,,,
129084651,Survey,206639461,All,,,,566565527,Avaiable Survey Count,,,
129084651,Survey,206639461,All,,,,677381583,"Completed Standalone Surveys - Biospecimen, Menstrual Cycle, DHQ, etc.",,,
129084651,Survey,206639461,All,,,,794047378,Numeric variable showing the number of available reports,,,
129084651,Survey,232438133,Menstrual Cycle,,,,593467240,"Please provide the first day that your next menstrual period started. This information helps researchers figure out where your body was in the menstrual cycle on the day you donated samples. If you do not remember the exact day, please make your best guess.  If you are using a phone or tablet, please tap the gray box to enter your response.",Special Functions,,
129084651,Survey,232438133,Menstrual Cycle,,,,951357171,Has your menstrual period started?,Required Multiple Choice,104430631,0 = No
129084651,Survey,232438133,Menstrual Cycle,,,,951357171,Has your menstrual period started?,Required Multiple Choice,353358909,1 = Yes
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,104045590,Date/Time Breast Cancer Diagnosis Submitted,,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,114795023,Date/Time Colon or Rectum Cancer Diagnosis Submitted,,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,130343311,What is the name of the physician who performed your screening? – Last name,,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,130360374,Date/Time Pancreatic Cancer Diagnosis Submitted,,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,143842026,Date/Time Anal Cancer Diagnosis Submitted,,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,165350319,Enter the name of the facility or hospital where you received treatment – Line 1 (name of facility),,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,168528535,Date/Time Non-Hodgkin's Lymphoma Cancer Diagnosis Submitted,,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,199928758,Date/Time Prostate Cancer Diagnosis Submitted,,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,215797578,Enter the treatment facility or hospital address – State/Region,,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,222780931,Date/Time Head and Neck Cancer Diagnosis Submitted,,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,239126548,What is the name of the physician who performed your screening? – First name,,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,252291829,Date/Time Other Cancer Diagnosis Submitted,,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,281136649,Dates of treatment - start year,,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,299768751,What is the date of your diagnosis? - Month,Dropdown Menu (single choice),181090983,8 = September
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,299768751,What is the date of your diagnosis? - Month,Dropdown Menu (single choice),259643910,9 = October
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,299768751,What is the date of your diagnosis? - Month,Dropdown Menu (single choice),286592124,0 = January
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,299768751,What is the date of your diagnosis? - Month,Dropdown Menu (single choice),463502254,3 = April
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,299768751,What is the date of your diagnosis? - Month,Dropdown Menu (single choice),526483288,4 = May
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,299768751,What is the date of your diagnosis? - Month,Dropdown Menu (single choice),574954852,6 = July
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,299768751,What is the date of your diagnosis? - Month,Dropdown Menu (single choice),615680906,10 = November
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,299768751,What is the date of your diagnosis? - Month,Dropdown Menu (single choice),676299940,2 = March
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,299768751,What is the date of your diagnosis? - Month,Dropdown Menu (single choice),802747980,1 = February
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,299768751,What is the date of your diagnosis? - Month,Dropdown Menu (single choice),840678879,11 = December
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,299768751,What is the date of your diagnosis? - Month,Dropdown Menu (single choice),842005720,5 = June
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,299768751,What is the date of your diagnosis? - Month,Dropdown Menu (single choice),887495026,7 = August
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,382789932,Date/Time Uterine Cancer Diagnosis Submitted,,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,385095107,Enter the treatment facility or hospital address – Zip/Postal Code,,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,390590842,Date/Time Ovarian Cancer Diagnosis Submitted,,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,398142415,Date/Time Leukemia Cancer Diagnosis Submitted,,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,404892571,Enter the screening facility or hospital address – Zip / Postal code,,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,456014563,"Enter the treatment facility or hospital address – Line 2 (street, rural road)",,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,460490909,Enter the treatment facility or hospital address – Line 4,,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,473167851,Date/Time Lymphoma Cancer Diagnosis Submitted,,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,480939157,What diagnosis number is this?,,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,493041638,Enter the treatment facility or hospital address – City,,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,494409539,Date/Time Testicular Cancer Diagnosis Submitted,,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,500318854,Date/Time Non-Melanoma Skin Cancer Diagnosis Submitted,,,
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,501859375,Is this screening facility located outside the United States?,,104430631,0 = No
129084651,Survey,242103797,Self-Reported Cancer Dx,,,,501859375,Is this screening facility located outside the United States?,,353358909,1 = Yes
